sample_index,host_elapsed_s,pulse_fpga_time_s,group_id,pulse_id,valid,invalid_reason,baseline_pre_v,baseline_post_v,baseline_for_area_v,threshold_v,pulse_duration_s,pulse_height_v,peak_height_v,pulse_area_v_us,correction_active_v,effective_high_v,live_target_area_v_us,live_area_error_v_us,live_p_term_v_us,live_i_term_v_us,live_d_term_v_us,live_pid_latency_cycles
561,56.10147747799965,7121.023355104,56098385,0,1,none,-0.10888671875,-0.11083984375,-0.10986328125,-0.020751953125,4.64e-07,0.44023605872844823,0.502685546875,0.20426953125,0.0,0.5,0.16,0.044580078125,0.0,0.0,0.0,1
562,56.20146735100025,7121.12335544,56198386,0,1,none,-0.1072998046875,-0.111083984375,-0.10919189453125,-0.019775390625,4.64e-07,0.4401055697737069,0.5010986328125,0.204208984375,0.0,0.5,0.16,0.0444208984375,0.0,0.0,0.0,1
563,56.30152364100013,7121.223357768,56298389,0,1,none,-0.1065673828125,-0.111083984375,-0.10882568359375,-0.01953125,4.56e-07,0.44507264254385964,0.5028076171875,0.202953125,0.0,0.5,0.16,0.0435830078125,0.0,0.0,0.0,1
564,56.40146849299981,7121.323360104,56398392,0,1,none,-0.1048583984375,-0.110107421875,-0.10748291015625,-0.0201416015625,4.56e-07,0.4439975671600877,0.5047607421875,0.202462890625,0.0,0.5,0.16,0.042857421875,0.0,0.0,0.0,1
565,56.501462842000365,7121.42336544,56498398,0,1,none,-0.1083984375,-0.1112060546875,-0.10980224609375,-0.019775390625,4.64e-07,0.4418292867726293,0.5098876953125,0.2050087890625,0.0,0.5,0.16,0.0428583984375,0.0,0.0,0.0,1
566,56.60147354400033,7121.523364776,56598398,0,1,none,-0.1082763671875,-0.111572265625,-0.10992431640625,-0.0203857421875,4.64e-07,0.4398677431303879,0.507080078125,0.2040986328125,0.0,0.5,0.16,0.0446591796875,0.0,0.0,0.0,1
567,56.701470826999866,7121.623360112,56698394,0,1,none,-0.1085205078125,-0.1107177734375,-0.109619140625,-0.0213623046875,4.64e-07,0.440680142106681,0.5078125,0.2044755859375,0.0,0.5,0.16,0.0440009765625,0.0,0.0,0.0,1
568,56.80146490599964,7121.72336144,56798396,0,1,none,-0.105712890625,-0.1129150390625,-0.10931396484375,-0.01953125,4.56e-07,0.44531035841557015,0.5010986328125,0.2030615234375,0.0,0.5,0.16,0.0432060546875,0.0,0.0,0.0,1
569,56.90146467300019,7121.823362776,56898398,0,1,none,-0.1043701171875,-0.1109619140625,-0.107666015625,-0.0196533203125,4.56e-07,0.4441410533168859,0.498779296875,0.2025283203125,0.0,0.5,0.16,0.0426044921875,0.0,0.0,0.0,1
570,57.00145522999992,7121.923364112,56998400,0,1,none,-0.108642578125,-0.1123046875,-0.1104736328125,-0.020263671875,4.64e-07,0.4407853751346982,0.504150390625,0.2045244140625,0.0,0.5,0.16,0.0416240234375,0.0,0.0,0.0,1
571,57.10146694000014,7122.023364448,57098401,0,1,none,-0.10986328125,-0.1104736328125,-0.11016845703125,-0.0218505859375,4.64e-07,0.4397561961206896,0.5068359375,0.20404687500000002,0.0,0.5,0.16,0.04390234375,0.0,0.0,0.0,1
572,57.20146090199978,7122.123365784,57198403,0,1,none,-0.106689453125,-0.1104736328125,-0.10858154296875,-0.020263671875,4.64e-07,0.43787883890086204,0.508056640625,0.20317578125,0.0,0.5,0.16,0.0443857421875,0.0,0.0,0.0,1
573,57.301478155999575,7122.223362112,57298400,0,1,none,-0.10595703125,-0.112060546875,-0.1090087890625,-0.019775390625,4.56e-07,0.443712736430921,0.4974365234375,0.2023330078125,0.0,0.5,0.16,0.043134765625,0.0,0.0,0.0,1
574,57.401463223000064,7122.323368448,57398407,0,1,none,-0.1055908203125,-0.1124267578125,-0.1090087890625,-0.020263671875,4.56e-07,0.44535747327302627,0.50830078125,0.2030830078125,0.0,0.5,0.16,0.042955078125000004,0.0,0.0,0.0,1
575,57.501520808999885,7122.423370784,57498410,0,1,none,-0.1024169921875,-0.1097412109375,-0.1060791015625,-0.017822265625,4.56e-07,0.4422693085252193,0.50146484375,0.20167480468750001,0.0,0.5,0.16,0.042130859375,0.0,0.0,0.0,1
576,57.60146416400039,7122.52337512,57598415,0,1,none,-0.10791015625,-0.110595703125,-0.1092529296875,-0.0201416015625,4.64e-07,0.4389606344288792,0.5089111328125,0.203677734375,0.0,0.5,0.16,0.0435634765625,0.0,0.0,0.0,1
577,57.701459095000246,7122.623372456,57698413,0,1,none,-0.1060791015625,-0.1107177734375,-0.1083984375,-0.0189208984375,4.64e-07,0.43644346039870685,0.4989013671875,0.202509765625,0.0,0.5,0.16,0.043990234375,0.0,0.0,0.0,1
578,57.80146174800029,7122.723371784,57798413,0,1,none,-0.1064453125,-0.1119384765625,-0.10919189453125,-0.0203857421875,4.56e-07,0.444494414747807,0.5013427734375,0.202689453125,0.0,0.5,0.16,0.043357421875,0.0,0.0,0.0,1
579,57.90145837399996,7122.82337012,57898412,0,1,none,-0.1051025390625,-0.1104736328125,-0.1077880859375,-0.0198974609375,4.56e-07,0.4429310581140351,0.502197265625,0.2019765625,0.0,0.5,0.16,0.043087890625,0.0,0.0,0.0,1
580,58.00145921999956,7122.923375456,57998418,0,1,none,-0.1038818359375,-0.1099853515625,-0.10693359375,-0.01953125,4.56e-07,0.4433657997532895,0.50244140625,0.20217480468750001,0.0,0.5,0.16,0.042501953125,0.0,0.0,0.0,1
581,58.101457945999755,7123.023376792,58098420,0,1,none,-0.1094970703125,-0.1109619140625,-0.1102294921875,-0.0213623046875,4.64e-07,0.4396172885237069,0.50732421875,0.20398242187500001,0.0,0.5,0.16,0.044286132812500004,0.0,0.0,0.0,1
582,58.20145668999976,7123.123379128,58198423,0,1,none,-0.1075439453125,-0.1102294921875,-0.10888671875,-0.0208740234375,4.64e-07,0.43892906452047414,0.505615234375,0.20366308593750002,0.0,0.5,0.16,0.04389453125,0.0,0.0,0.0,1
583,58.30145980799989,7123.223376464,58298421,0,1,none,-0.105224609375,-0.1104736328125,-0.10784912109375,-0.0186767578125,4.64e-07,0.43797565328663796,0.502197265625,0.203220703125,0.0,0.5,0.16,0.0436455078125,0.0,0.0,0.0,1
584,58.40145556399966,7123.323379792,58398425,0,1,none,-0.1051025390625,-0.1116943359375,-0.1083984375,-0.0196533203125,4.56e-07,0.44446443256578944,0.499755859375,0.20267578125,0.0,0.5,0.16,0.043693359375000004,0.0,0.0,0.0,1
585,58.5014528290003,7123.423379128,58498425,0,1,none,-0.1051025390625,-0.1104736328125,-0.1077880859375,-0.02001953125,4.56e-07,0.4435949492872807,0.5009765625,0.20227929687500001,0.0,0.5,0.16,0.043205078125000004,0.0,0.0,0.0,1
586,58.60151315700023,7123.523376464,58598423,0,1,none,-0.109375,-0.1119384765625,-0.11065673828125,-0.0205078125,4.64e-07,0.44029709388469823,0.5078125,0.2042978515625,0.0,0.5,0.16,0.0420654296875,0.0,0.0,0.0,1
587,58.701475501999994,7123.6233848,58698432,0,1,none,-0.108642578125,-0.1102294921875,-0.10943603515625,-0.0213623046875,4.64e-07,0.4400971511314654,0.5010986328125,0.204205078125,0.0,0.5,0.16,0.04412109375,0.0,0.0,0.0,1
588,58.801480230999914,7123.723389136,58798437,0,1,none,-0.1064453125,-0.1102294921875,-0.10833740234375,-0.0191650390625,4.64e-07,0.4385923188308189,0.50439453125,0.2035068359375,0.0,0.5,0.16,0.044238281250000004,0.0,0.0,0.0,1
589,58.90147976699973,7123.823385472,58898434,0,1,none,-0.1070556640625,-0.11083984375,-0.10894775390625,-0.0211181640625,4.64e-07,0.43948890422952586,0.503173828125,0.2039228515625,0.0,0.5,0.16,0.043919921875000004,0.0,0.0,0.0,1
590,59.0014605919996,7123.9233878,58998437,0,1,none,-0.1048583984375,-0.1114501953125,-0.108154296875,-0.01953125,4.56e-07,0.44424599095394735,0.50048828125,0.20257617187500002,0.0,0.5,0.16,0.043232421875,0.0,0.0,0.0,1
591,59.10146319999967,7124.023385136,59098435,0,1,none,-0.1031494140625,-0.1112060546875,-0.107177734375,-0.01806640625,4.56e-07,0.4436656215734649,0.5013427734375,0.2023115234375,0.0,0.5,0.16,0.0428291015625,0.0,0.0,0.0,1
592,59.20146415799991,7124.123386472,59198437,0,1,none,-0.107421875,-0.108642578125,-0.1080322265625,-0.019287109375,4.64e-07,0.43918583310883613,0.5029296875,0.2037822265625,0.0,0.5,0.16,0.0420283203125,0.0,0.0,0.0,1
593,59.30152345700026,7124.223385808,59298437,0,1,none,-0.1077880859375,-0.1112060546875,-0.1094970703125,-0.02001953125,4.64e-07,0.4390132509428879,0.5045166015625,0.2037021484375,0.0,0.5,0.16,0.04414453125,0.0,0.0,0.0,1
594,59.4014595460003,7124.323387144,59398439,0,1,none,-0.1072998046875,-0.1104736328125,-0.10888671875,-0.0203857421875,4.64e-07,0.44066751414331895,0.5059814453125,0.2044697265625,0.0,0.5,0.16,0.0446337890625,0.0,0.0,0.0,1
595,59.501507181000306,7124.423385472,59498438,0,1,none,-0.106201171875,-0.1116943359375,-0.10894775390625,-0.0203857421875,4.56e-07,0.44613701000548245,0.4991455078125,0.2034384765625,0.0,0.5,0.16,0.044197265625,0.0,0.0,0.0,1
