sample_index,host_elapsed_s,pulse_fpga_time_s,group_id,pulse_id,valid,invalid_reason,baseline_pre_v,baseline_post_v,baseline_for_area_v,threshold_v,pulse_duration_s,pulse_height_v,peak_height_v,pulse_area_v_us,correction_active_v,effective_high_v,live_target_area_v_us,live_area_error_v_us,live_p_term_v_us,live_i_term_v_us,live_d_term_v_us,live_pid_latency_cycles
48,0.4814402229994812,5534.23103732,477725,0,1,none,-0.10595703125,-0.1102294921875,-0.10809326171875,-0.0106201171875,4.56e-07,0.4363392612390351,0.4951171875,0.198970703125,0.0367431640625,0.5367431640625,0.2,-0.0003623046875,-4.1015625e-05,-0.0104873046875,0.0,3
49,0.49144174299999577,5534.241035256,487723,0,1,none,-0.10546875,-0.1123046875,-0.10888671875,-0.0098876953125,4.56e-07,0.43599874931469296,0.4940185546875,0.19881542968750002,0.0367431640625,0.5367431640625,0.2,5.7617187500000004e-05,0.0,-0.0105107421875,0.0,16
50,0.5014492569998765,5534.251040192,497728,0,1,none,-0.1065673828125,-0.1104736328125,-0.1085205078125,-0.010009765625,4.56e-07,0.43557257401315785,0.4931640625,0.19862109375,0.0367431640625,0.5367431640625,0.2,0.0001962890625,0.0,-0.0105380859375,0.0,3
51,0.5114382309993744,5534.261038128,507726,0,1,none,-0.1068115234375,-0.110595703125,-0.10870361328125,-0.0096435546875,4.56e-07,0.43796686540570173,0.4913330078125,0.199712890625,0.0367431640625,0.5367431640625,0.2,0.0009453125,0.0,-0.0105615234375,0.0,3
52,0.5214419679996354,5534.271036064,517724,0,1,none,-0.1077880859375,-0.111083984375,-0.10943603515625,-0.0103759765625,4.56e-07,0.43656412760416663,0.5035400390625,0.1990732421875,0.0367431640625,0.5367431640625,0.2,0.00033886718750000003,0.0,-0.0105888671875,0.0,3
53,0.5314374680001492,5534.281037008,527725,0,1,none,-0.109619140625,-0.1103515625,-0.1099853515625,-0.01171875,4.64e-07,0.43198158001077586,0.50341796875,0.200439453125,0.0367431640625,0.5367431640625,0.2,0.0008330078125,-0.0001064453125,-0.0106123046875,0.0,3
54,0.5414306089996899,5534.291028944,537717,0,1,none,-0.1068115234375,-0.10986328125,-0.10833740234375,-0.009033203125,4.64e-07,0.43202788254310337,0.4989013671875,0.2004609375,0.0367431640625,0.5367431640625,0.2,-0.0010830078125,-4.00390625e-05,-0.0106357421875,0.0,16
55,0.5514429499999096,5534.30103088,547719,0,1,none,-0.1025390625,-0.109375,-0.10595703125,-0.0087890625,4.56e-07,0.4336965460526315,0.4903564453125,0.197765625,0.0367431640625,0.5367431640625,0.2,-0.00023242187500000002,-4.1992187500000003e-05,-0.0106611328125,0.0,16
56,0.5614451510000436,5534.311040816,557729,0,1,none,-0.1046142578125,-0.1104736328125,-0.1075439453125,-0.0101318359375,4.56e-07,0.436926055372807,0.4971923828125,0.19923828125,0.0367431640625,0.5367431640625,0.2,-0.0016171875000000001,-6.4453125e-05,-0.0106865234375,0.0,16
57,0.571440622999944,5534.321036752,567725,0,1,none,-0.1029052734375,-0.1097412109375,-0.1063232421875,-0.0076904296875,4.56e-07,0.43581457305372806,0.4891357421875,0.1987314453125,0.03759765625,0.53759765625,0.2,-0.000265625,0.0,-0.010706054687500001,0.0,3
58,0.5814427440000145,5534.331039688,577728,0,1,none,-0.105712890625,-0.1103515625,-0.1080322265625,-0.0091552734375,4.56e-07,0.43747001781798245,0.4927978515625,0.199486328125,0.03759765625,0.53759765625,0.2,6.73828125e-05,0.0,-0.0107177734375,0.0,3
59,0.591434541000126,5534.341035624,587724,0,1,none,-0.1063232421875,-0.110595703125,-0.10845947265625,-0.009765625,4.56e-07,0.43791760896381576,0.4954833984375,0.1996904296875,0.03759765625,0.53759765625,0.2,0.0009287109375000001,3.22265625e-05,-0.0107275390625,0.0,3
60,0.601443986999584,5534.35103656,597725,0,1,none,-0.1068115234375,-0.111083984375,-0.10894775390625,-0.009765625,4.56e-07,0.4388856051260965,0.4967041015625,0.2001318359375,0.03759765625,0.53759765625,0.2,0.001396484375,5.0781250000000004e-05,-0.0107431640625,0.0,3
61,0.6114450089999082,5534.361039504,607728,0,1,none,-0.108154296875,-0.1094970703125,-0.10882568359375,-0.0108642578125,4.64e-07,0.4333411907327586,0.5008544921875,0.20107031250000001,0.03759765625,0.53759765625,0.2,0.000625,5.859375e-05,-0.0107548828125,0.0,3
62,0.6214378289996603,5534.37103644,617725,0,1,none,-0.1097412109375,-0.11083984375,-0.11029052734375,-0.0118408203125,4.64e-07,0.4337452855603448,0.498779296875,0.2012578125,0.03759765625,0.53759765625,0.2,0.0012490234375000001,-5.859375e-05,-0.0107705078125,0.0,3
63,0.6314414889993714,5534.381033376,627722,0,1,none,-0.107421875,-0.109619140625,-0.1085205078125,-0.0089111328125,4.64e-07,0.43182793978987066,0.4951171875,0.2003681640625,0.03759765625,0.53759765625,0.2,-0.000814453125,0.0,-0.010781250000000001,0.0,3
64,0.6414416229999915,5534.391040312,637729,0,1,none,-0.1090087890625,-0.1124267578125,-0.1107177734375,-0.0106201171875,4.64e-07,0.43376001818426724,0.4981689453125,0.2012646484375,0.03759765625,0.53759765625,0.2,-0.0008505859375,-5.0781250000000004e-05,-0.0107919921875,0.0,16
65,0.6514397470000404,5534.401038248,647727,0,1,none,-0.10498046875,-0.1094970703125,-0.10723876953125,-0.0106201171875,4.56e-07,0.43755996436403505,0.4952392578125,0.19952734375,0.03759765625,0.53759765625,0.2,-0.001013671875,0.0,-0.010806640625,0.0,16
